Fall 2021-2022(202210),10683,CHEM,225,BL,Organic Struct.Determination,3,3,AS,32,-2,1300,1350,CHEM,101,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Makhlouf,Haddadin,10680, or 10681, or 10682,,
Fall 2021-2022(202210),10684,CHEM,228,1,Inorganic Chemistry,3,3,AS,45,-15,0800,0915,CHEM,101,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Hmadeh,,,
Fall 2021-2022(202210),10685,CHEM,230,1,Senior Seminar,1,1,AS,5,5,1630,1720,CHEM,101,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kamal,Bouhadir,,,
Fall 2021-2022(202210),10686,CHEM,233,1,Topics in Physical Chemistry,3,3,AS,3,22,1100,1215,CHEM,322,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Halaoui,,,
Fall 2021-2022(202210),10687,CHEM,234,1,Instrumental Analytical Chem.,3,3,AS,24,6,1000,1050,PHYS,327,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Pierre,Karam,,,
Fall 2021-2022(202210),13275,CHEM,299,1,Independent Study,3,3,AS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Sultan,,,
Fall 2021-2022(202210),10688,CHEM,332,1,Chem.Separat.in Env.Analysis,3,3,AS,16,-6,1100,1215,CHEM,314,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Najat,Saliba,,,
Fall 2021-2022(202210),10689,CHEM,351D,1,Sp:Solid-State &Materials CHEM,3,3,AS,12,-2,0930,1045,CHEM,314,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Houssam,Rassy,,,
Fall 2021-2022(202210),10690,CHEM,361,1,Tutorial,3,3,AS,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Hmadeh,,,
Fall 2021-2022(202210),10691,CHEM,361,10,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Halaoui,,,
Fall 2021-2022(202210),10692,CHEM,361,11,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kamal,Bouhadir,,,
Fall 2021-2022(202210),10693,CHEM,361,12,Tutorial,3,3,AS,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Digambara,Patra,,,
Fall 2021-2022(202210),10694,CHEM,361,13,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Houssam,Rassy,,,
Fall 2021-2022(202210),10695,CHEM,361,14,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pierre,Karam,,,
Fall 2021-2022(202210),10696,CHEM,361,2,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Najat,Saliba,,,
Fall 2021-2022(202210),10697,CHEM,361,3,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mazen,Ghoul,,,
Fall 2021-2022(202210),10698,CHEM,361,4,Tutorial,3,3,AS,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Antoine,Ghauch,,,
Fall 2021-2022(202210),10699,CHEM,361,5,Tutorial,3,3,AS,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Faraj,Hasanayn,,,
Fall 2021-2022(202210),10700,CHEM,361,6,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Kaafarani,,,
Fall 2021-2022(202210),10701,CHEM,361,7,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tarek,Ghaddar,,,
Fall 2021-2022(202210),10702,CHEM,361,8,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Makhlouf,Haddadin,,,
Fall 2021-2022(202210),10703,CHEM,361,9,Tutorial,3,3,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Sultan,,,
Fall 2021-2022(202210),10704,CHEM,395A,1,Comprehensive Exam,0,0,AS,6,-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Digambara,Patra,,,
Fall 2021-2022(202210),10705,CHEM,399,1,M.S. Thesis,9,7.28,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mazen,Ghoul,,,
Fall 2021-2022(202210),10706,CHEM,399,10,M.S. Thesis,9,7.28,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Najat,Saliba,,,
Fall 2021-2022(202210),10707,CHEM,399,11,M.S. Thesis,9,7.28,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Sultan,,,
